stimulus,trustworthy,attractive,dominant,smart,age,gender,weight,typical,happy,familiar,outgoing,memorable,well-groomed,long-haired,smug,dorky,skin-color,hair-color,alert,cute,privileged,liberal,asian,middle-eastern,hispanic,islander,native,black,white,looks-like-you,gay,electable,godly,outdoors
464,55.7816092,45.88888889,54.72727273,65.55555556,49.5,85.86842105,51.625,73.97222222,76.66666667,55.14705882,67.44444444,33.89473684,54.61111111,9.472222222,41.18918919,24,23.32432432,31.92682927,69.74285714,30.11428571,71.43243243,21.25,5.25,39.09302326,42.95,15.075,15.82051282,2.5,85.4,16.75675676,24.75,76.05128205,65.89189189,51.45454545
465,42.3956044,48.47368421,65.76315789,65.34375,48.44117647,80.17142857,45.28571429,78.5,38.17142857,50.97368421,51.08823529,35.43589744,76.44444444,26.86486486,53.83333333,29.21621622,15.975,31.72972973,45.67647059,30,78.14705882,14.45945946,6.815789474,5.696969697,10.85714286,4.828571429,7.585365854,1.147058824,92.53846154,16.84848485,24.94736842,74.34285714,73.71794872,8.615384615
466,46.47126437,43.43589744,53.40625,52.45714286,31.6,61.08108108,58.89473684,64.89473684,30.38235294,42.71052632,36.075,27.5,72.37837838,34.81081081,51.34285714,50.82857143,21.45454545,69.16666667,44,30.77777778,57.97142857,37.64864865,9.55,23.89473684,28.02631579,10.625,22.32432432,1.210526316,89.5,20.19444444,41.62162162,43.94594595,49.71052632,11.11111111
467,61.98795181,49.55555556,46.11111111,71.40540541,43.05128205,24.33333333,63.26470588,62.36111111,48.9,42.56410256,42.2,32,73.02941176,68.71052632,33.32352941,41.63157895,33.7,86.6,60.09090909,40.19444444,47.97297297,58.30555556,84.26470588,22.56410256,36.28205128,65.91891892,56.41025641,5.43902439,23.89189189,17.22857143,28.17647059,69.71794872,62.475,7.833333333
468,47.22222222,44.55555556,55.45714286,53.225,40.4,86.74285714,46.70588235,73.93939394,51.19047619,44.35135135,48.67567568,31.76315789,33.5,15.31428571,45.29411765,48.83333333,21.97435897,56.97058824,52.21052632,28.06666667,54.85294118,39.52631579,14.44736842,37.05555556,51.28205128,19.88571429,26,3.179487179,72.5,19.55263158,30.77777778,46.38461538,54.62857143,29.48484848
469,74.07142857,66.66666667,28.71052632,55.54054054,17.32432432,18.28947368,48.66666667,63.67647059,77.86111111,43.42857143,73.16216216,44.36111111,75.14285714,69.48717949,19.5,20.20512821,8.714285714,5.305555556,72.27027027,79.02941176,64.5,50.92105263,3.315789474,4.675675676,4.948717949,6.5,6.432432432,0.666666667,93.79487179,12.28571429,28.21621622,21.66666667,67.75,95.92682927
470,78.42222222,58.97297297,19.125,48.28571429,7.486486486,36.13513514,40.78378378,51.37837838,64.76923077,34.02857143,58.82352941,35.2972973,76.55555556,27.7027027,17.25714286,22.77777778,44.10526316,76.58823529,65.91428571,73.75757576,42.82352941,56.47058824,36.75675676,68.05714286,75.58536585,59.70731707,65.91428571,36.75,32.78378378,9.95,28.4,2.368421053,62.17647059,52.91666667
471,57.32183908,53.81081081,54.35135135,54.825,41.91666667,83.34285714,60.575,72.65714286,71.97058824,45.675,61.02564103,30.78947368,68.08571429,23.7,38.69230769,27.54054054,15.34883721,42.61764706,63.75,34.42424242,60.64705882,25.74358974,6.272727273,14.52941176,24.14634146,11.1,14.63888889,2.5,89.76470588,17.12820513,29.89189189,58.44444444,64.74285714,95.28571429
472,52.55555556,68.20930233,61.56756757,61.82857143,32.76315789,24.5,37.10810811,70.30555556,32.19444444,47.21052632,47.84210526,46.5,75.25,52.66666667,48.11428571,18.94444444,12.94736842,34.94594595,50.78947368,58.38888889,68.39393939,43.45,5.717948718,11.86111111,18.975,9.114285714,7.857142857,1.026315789,89.025,20.75,34.81818182,65.94736842,54.375,22.52777778
473,48.40789474,49.64102564,48.21212121,37.55882353,12.07894737,53.60606061,26.89473684,33.29411765,17.55882353,29.52777778,32.94117647,62,67.63157895,25.42105263,45.5,23.73684211,31.7804878,62.08108108,56.21621622,55.13157895,32.54054054,56.15789474,26.23529412,75.475,54,33.97058824,48.61111111,9,40.59459459,7.487804878,29.875,4.777777778,52.64102564,23.05405405
474,68.31325301,54.27777778,38.5,66.55263158,41.20588235,22.5,58.91666667,69.30555556,64.31428571,49.25,60.32432432,29.225,77.68421053,77.71052632,35.94117647,41.3,9.794871795,69.18181818,58.16666667,46.31578947,58.52941176,39.97142857,11.38235294,17.97142857,33.61111111,15.11111111,26.86486486,0.529411765,84.92105263,20.02857143,27.36111111,69.39473684,69.17948718,27.54285714
475,68.31081081,65.02222222,31.02564103,66.11111111,22.42857143,14.12121212,43,59.22857143,61.76470588,39.22222222,51.51428571,48.18918919,79.76923077,81.15909091,39.11428571,25.1,26.59459459,87.97142857,59.25,77.91666667,45.29411765,65.66666667,92.44117647,15.75675676,9.828571429,53,42.61538462,1.052631579,14.775,5.763157895,25.13888889,43.29268293,54.23684211,15.72222222
476,55,43.56410256,53.62857143,61.89473684,42.18421053,77.25714286,49.85294118,54.4,63.65,29.67567568,58.63636364,45.68571429,65.075,22.46511628,35.18918919,32.87179487,68.25641026,89.27777778,57.68571429,34.4,33.51351351,55.625,49.21212121,71.63636364,80.9375,60.22857143,58.23684211,58.46341463,14.87179487,13.83783784,38.80555556,56.04761905,59.41666667,13.83333333
477,55.23255814,44.12195122,44.19444444,57.65714286,33.56756757,78.34210526,50.9,72.37837838,71.38888889,56.58823529,66.94117647,33.05714286,50.89189189,11.44444444,37.07894737,43,19.34285714,35.17647059,66.23529412,38.72727273,59.30769231,44.15789474,6.810810811,23.40625,27.13157895,10.89189189,12.02439024,1.055555556,89.60526316,19.02631579,38.14285714,53.48648649,59.10810811,67.08108108
478,58.04,54.25641026,46.175,59.83783784,34.17948718,79.59459459,51.45945946,78.8974359,62.30769231,46.02702703,63.82352941,35.02777778,64.88235294,17.63157895,62.57894737,34.48780488,10.8974359,66.76470588,61,48.83870968,65.83333333,32.5,6.025641026,7.081081081,5.911764706,6.35,6.594594595,0.705882353,94.2,20,39.5,61.32352941,63.15,23.72222222
479,66.34177215,55.65789474,34.57142857,67.29411765,33.65789474,21.19047619,47.97222222,64.76923077,75.05714286,50.05555556,63.47222222,40.675,75.25,74.57142857,25.88888889,31.72972973,26.55263158,89.43243243,65.17142857,60.76923077,57.94285714,51.35,17.31428571,41.675,55.23529412,27.67567568,32.65,2.846153846,71.8974359,17.43902439,33.89189189,63.23684211,64.15384615,38.53658537
480,69.49350649,41.30952381,44.27777778,75.75,60.29411765,29.14705882,39.39534884,74.69444444,74.82926829,51.07894737,60.61538462,41.13888889,70.6,29.12820513,27.62857143,38.45,19.58974359,34.56756757,65.69230769,35.97142857,61.54054054,44.30769231,14.11764706,17.38235294,29,21.71794872,22.55555556,2.771428571,85.575,19.5,54.76315789,74.74285714,68.61538462,87.75609756
481,70.975,51.21052632,36.18918919,73.45714286,33.61111111,28.94594595,52.37837838,61.54545455,81.94594595,45.09756098,70.13157895,36.97297297,67.08333333,42.925,24.13888889,39.91666667,42.72222222,86.63888889,67.75,56.88571429,40.38235294,65.42857143,92.20588235,26.20512821,27.37142857,76.07894737,65.08108108,11.05714286,16.11764706,9.25,38.26315789,59.84615385,59.38235294,70.63043478
482,40.92857143,38.41176471,71.13513514,74.21212121,62.48648649,81.60526316,45.90243902,62.58823529,19.91666667,40.81081081,37.52777778,30.52777778,76.58064516,19.24390244,39.83333333,32.5952381,40.61538462,20.70454545,49.05555556,18.44736842,62.58823529,34.36363636,22.31428571,56.92307692,59.76470588,35.60526316,47.45,21.79411765,40.91891892,16.68421053,21.38235294,70.60526316,63.78378378,8.5
483,56.71604938,57.16666667,53.58064516,64.13157895,36.6,77.83783784,55.5,81.15625,49.90625,51.88571429,52.05714286,30.06060606,49.11111111,19.68181818,39.11428571,24.48571429,15.47222222,50.43243243,59.75675676,44.13513514,67.14705882,34.83333333,4.694444444,7.918918919,9.555555556,6.195121951,8.785714286,0.611111111,92.45714286,19.72972973,30,65.91428571,60.83333333,10.76923077
484,57.28571429,48.725,42.15384615,53.74285714,31.89473684,71.88235294,42.69444444,75.52777778,56.75757576,48.78378378,55.20588235,32.8974359,43.16666667,27.73684211,41.70588235,45.23529412,12.02631579,43.02702703,56.86842105,43,66.05555556,48.7173913,3.2,11.30555556,13.43589744,5.714285714,7.780487805,0.454545455,93.1025641,20.70588235,47.52777778,41.2,55.74285714,95.925
485,41.44155844,30.86842105,64.21052632,66.44444444,43.28947368,77.25641026,56.39393939,55.36842105,18.33333333,36.86111111,25.90625,37.18181818,61.94736842,18.32432432,45.1,47.66666667,44.35897436,86.30555556,42.4,23.05714286,44.55263158,54.625,50.34375,72.05882353,82.81818182,69.36842105,61.94736842,23.36111111,18.65714286,13.17142857,30.72727273,54.39393939,51.47058824,29.94736842
486,53.09876543,36.51282051,48.25,51.75,52.80555556,84.58823529,48.36842105,60.58974359,76.5,33.69230769,62,36.97222222,39.18918919,14.38095238,32.22222222,38.02272727,38.20512821,49.37142857,56.14285714,29.68571429,48.67647059,33.4,16.23076923,67.54285714,70.775,26.89189189,36.34146341,9.289473684,53,15.60526316,32.27777778,44.6,61.2,87.75675676
487,63.55813953,56.78947368,34.22857143,59.525,23.75,50.66666667,49.44444444,62.61111111,78.47368421,39.97222222,70.67567568,27.27272727,71.12820513,22.87179487,28.35135135,41.94285714,17.725,75.58333333,63.82352941,47.64102564,62.08823529,62.5952381,20.82857143,19.73170732,37.86111111,16.44117647,28.69230769,1.210526316,86.17948718,20.72222222,63.25714286,42.88235294,55.08823529,93.58333333
488,47.9875,58.70731707,52.16666667,57.78125,33.97368421,23.08823529,41.7,69.84848485,23.94117647,50.64864865,44.22222222,41.41666667,67.42857143,63.04878049,43.27272727,18.31818182,16.48780488,27.23255814,43.76923077,49.13157895,62.51515152,52.9787234,6.416666667,8.951219512,16.41463415,8.5,13.73170732,1.108108108,92.5,19.02777778,25.94871795,53.05555556,52.91176471,20.65789474
489,82.40425532,66.25,15.55263158,48.02941176,3.942857143,22.93939394,45.81578947,52.86486486,64,37.52941176,56.5,41.91428571,74,45.07142857,8.755555556,14.71428571,22.10526316,53.27777778,52.62162162,83.03030303,51.10810811,57.39130435,78.21621622,29.07894737,40.7027027,63.89189189,55.21052632,2.970588235,17.64705882,7.846153846,20.30769231,3.151515152,60.19512195,53.23529412
490,51.75789474,42.20512821,46.07142857,54.27027027,22.94736842,57.45945946,41.72727273,55.38235294,63.02564103,38.18918919,56.12820513,38.05714286,74.08108108,26.68421053,47.13157895,50.86111111,16.34146341,81,61.05714286,41.94285714,55.92105263,47.13333333,25.625,39.43243243,47.53846154,26.57142857,39.66666667,3.594594595,72.69444444,17.08571429,55.875,34.52941176,52.89189189,90.59459459
491,49.50537634,70.42857143,51.8,57.44444444,29.81081081,17.03030303,31.11904762,42.72222222,40.425,31.47058824,45.24324324,57.63888889,83.82926829,81.91666667,54.19512195,11.86842105,7.421052632,50.72222222,39.75,63.425,60.525,54.68888889,77.6,18.3902439,27,37.81081081,26.3902439,0.947368421,27.83333333,11.02941176,27.94594595,50.72972973,47.38461538,84.52631579
492,43.38202247,52.53846154,53.55555556,55.89473684,35.25641026,76.23809524,34.83333333,72.02702703,46.67567568,43.12820513,46.86486486,37.94285714,55.46341463,12,61.275,32.67647059,28.62162162,81.97058824,51.24324324,38.63157895,60.05,46.02380952,11.81081081,60.34210526,46.35135135,18.45945946,28.52631579,2.162162162,75.86486486,20.28947368,52.92105263,55.5,51.75675676,69.71052632
493,68.425,62.78378378,25.75,45.59459459,6.744186047,17.81578947,46.83333333,55.94444444,18.07317073,42.28947368,35.7027027,37.89189189,69.81081081,51.44736842,20.64864865,10.28571429,14.51351351,30.48571429,21.73684211,66.92307692,52.73170732,47.73529412,5.361111111,13.51428571,14.23076923,6.323529412,10.04761905,0.722222222,87.91891892,11.14705882,24.18421053,2.282051282,54.67567568,59.12121212
494,54.42682927,47.35,35.22222222,65.05714286,22.81081081,55.82352941,25.25714286,50.825,45.72222222,35.17142857,47.84210526,44.17142857,69.38461538,29.35135135,49.75675676,55.72222222,28.62857143,90.68571429,57.825,44.42857143,43.92105263,64.63888889,77.08333333,35.77777778,40.97058824,57.61538462,46.72972973,4.111111111,22.71428571,11.02777778,58.25,33.97058824,43.26315789,19.47058824
495,48.48837209,48.27777778,69.52941176,78.45714286,49.40540541,76.68421053,44.70588235,65.52941176,30.54285714,47.6,39.30555556,38,74.7027027,23.63414634,50.62162162,27.13157895,40.125,91.57142857,52.97222222,30.38888889,58.33333333,43.52941176,93.84848485,18.82051282,22.18918919,71.64102564,45.84210526,2.111111111,11.42424242,11.45945946,29.2,70.30555556,61.27027027,59.77777778
496,65.84337349,43.625,38.33333333,61.92307692,27.85294118,39.4,49.33333333,65.45714286,74.78378378,41.10526316,67.66666667,36.09090909,65.17777778,40.1627907,28.38461538,51,14.8,56.36363636,63.64705882,50.90909091,59.14634146,68.69444444,6.694444444,14.40540541,16.94736842,11.94594595,21.72972973,1.242424242,89.17948718,24.37142857,68.88095238,38.18421053,51.47368421,90.47222222
497,53.63529412,74.2173913,39.31578947,57.68421053,22.02439024,11.89473684,32.94736842,47.83783784,29.47058824,42.58333333,46.70731707,57.23529412,77.75,79.43589744,39.51351351,20.91666667,13.81578947,45.52631579,38.11428571,66.28571429,58.09090909,61.43243243,74.11428571,17.35294118,24.76470588,42.78947368,31.84615385,1.028571429,30.6097561,13.83333333,26.77142857,33.08108108,46.92307692,82.16216216
498,47.43373494,43.54054054,63.94285714,67.18421053,32.1,63.66666667,43.30555556,60.64705882,28.58333333,35.94871795,42.60526316,36.63636364,72.94736842,16.02439024,53.65,28.84210526,69.14285714,95.25641026,54.77142857,35.22222222,36.30555556,64.13888889,29.18918919,68.32432432,48.78378378,42.05,31.51428571,94.025,8.324324324,6.771428571,45.27777778,72.17647059,59.38235294,10.02857143
499,65.01265823,48.45,38.23529412,56.78947368,28.075,59.74358974,50.79411765,57.41666667,88.67567568,37.65789474,71.55555556,50.84615385,36.53846154,50.13888889,34.02941176,50.22857143,21.86111111,86.62857143,69.94285714,39.825,56.62162162,69.63414634,11.75675676,44.5952381,46.18918919,22.325,32.36842105,1.611111111,77.63888889,20.47222222,60.43243243,38.37142857,54.9375,46.38461538
500,36.0375,30.8,58.22222222,55.25641026,45.69565217,83.36111111,63.56756757,47.72727273,16.56756757,31.89189189,26.86842105,38.21621622,33.94594595,18.25,40.1025641,48.68571429,40.73684211,81.65789474,33.61111111,15.46341463,44.525,47.10526316,31.97368421,71.52631579,78.91891892,45.88571429,55.12820513,13.39393939,30.14285714,13.17142857,28.73529412,47.74285714,52.14285714,8.65
501,62.40243902,67.7804878,51.91428571,70.59459459,29.07142857,17.87804878,43.84210526,61.10810811,43.77142857,41.68571429,56.33333333,57.14285714,84.83333333,61.41463415,36.72972973,10,64.1627907,93.13513514,61.24390244,57.97297297,44.77272727,74.08571429,22,60.09756098,33.95,39.71052632,31.15789474,94.23684211,3.771428571,7,25.51282051,72.08823529,66.65853659,40.47058824
502,65.14457831,36.73170732,32.86486486,68.21621622,42.62790698,25.46341463,65.08571429,33.20588235,71.94736842,33.62857143,62.91891892,58.17142857,72.26470588,51.5,26.97058824,61.15384615,58.55,83.84848485,65.425,39.75,46.35,74.97142857,50.14705882,70.84210526,70.55263158,60.34210526,39.67567568,73.58974359,10.525,8.628571429,34.88888889,67.4,72.7027027,20.97222222
503,41.06521739,41.80487805,61.20588235,57.03030303,39.24390244,85.97142857,45.94285714,62.61111111,34.19444444,43.72222222,50.48717949,41.08333333,34.15625,9.409090909,41.675,30,17.55555556,34.58823529,48.90697674,29.66666667,52.45238095,32.84848485,10.02941176,28.68571429,24.15789474,12.70454545,12.27027027,1.641025641,89.4,21.21875,36.5,52.13953488,51.82352941,71.88571429
504,56.3373494,59.53658537,49,58.22222222,32.45945946,80.97368421,49.05555556,68.28125,68.85294118,45.47222222,68.57894737,45.28571429,45.27027027,21.2972973,31.22222222,31.66666667,17.76315789,49.76470588,68.04761905,42.61538462,59.56756757,42.39473684,4.707317073,24.9,24,10.46341463,11.18918919,2.815789474,91.68571429,19.975,45.09756098,53.82857143,53.91176471,14.34285714
505,68.29113924,76.42857143,44.13513514,73.52941176,25.57777778,13.51219512,44.89189189,61.2,84.88571429,42.75675676,73.17948718,56.91891892,86.21621622,75.12820513,28.27027027,24.05714286,18.86842105,77.71794872,68.23529412,65.37837838,74.02777778,55.4516129,21.86486486,50.09302326,52.27777778,38.66666667,32.56756757,4.888888889,61.25641026,20.02777778,22.66666667,61.78947368,62.84210526,18.8
506,84.01265823,67.95,10.51428571,39.07894737,2.923076923,34.28571429,48.38235294,75.77777778,80.86111111,40.62162162,68.14285714,38.94444444,67.05714286,44.65,13.84848485,24.66666667,4.358974359,5.714285714,63.28205128,84.27272727,57.2,51.11111111,6.228571429,5.243902439,2.676470588,5.609756098,3.815789474,1.416666667,95.61111111,7.861111111,19.94594595,2.216216216,59.41666667,74
507,66.42045455,44,36.44444444,69.02702703,46.06976744,33.83333333,57,60.2,77.58823529,44.69444444,70.11764706,40.71428571,66.43243243,51.23684211,30.73529412,50.36111111,25.94871795,79.54545455,62.64102564,40.17948718,55.54545455,58.35135135,24.25,48.97435897,50.86111111,37.17073171,38.73529412,9.333333333,66.12195122,23.77142857,56.02702703,70.84210526,63.57142857,32.75
508,59.325,58.83783784,43.30232558,77.62790698,29.90909091,79.07894737,45.11111111,71.58536585,51,51.28125,50.29411765,46.14285714,40.60526316,25.43243243,59.21875,42.72972973,20.43589744,84.05405405,54.74358974,47.23255814,60.04651163,59.97058824,17.92105263,57.35135135,40.525,21.74358974,26.62857143,5.121212121,81.39473684,21.38888889,38.47058824,66.96875,48.4,69.78378378
509,37.74074074,33.72222222,66.7027027,49.77142857,59.2,72.41025641,56.88235294,63.31578947,31.59459459,42.31428571,42.43589744,26.81818182,65.46153846,29.875,59.40625,34.63636364,30.66666667,35.34210526,36,17.82352941,58.85365854,29.83636364,18.64705882,35.56410256,47.97142857,32.81081081,39.64705882,7.5,73.71428571,11.875,36.38888889,48.27027027,66.08571429,97.6
510,54.36666667,69.68571429,52.64864865,67.78378378,23.69047619,71.34146341,27.41666667,73.31578947,48.55882353,47.41666667,55.43589744,51.15151515,54.59459459,28.07894737,43.8,17.71794872,19.34375,84.94736842,60.69230769,57.71794872,69.3,50.51923077,18.8,55.42857143,57.80487805,24.12820513,28.8974359,5.971428571,71.54545455,19.78787879,41.47368421,62.56756757,56.5483871,7.682926829
511,54.80722892,48.05,35.775,68.97297297,19.81081081,65.55,39.14285714,62.8,44.31428571,33.76470588,41.35135135,37.81818182,60.22857143,33.02777778,46.31428571,34.38888889,38.94285714,87.25714286,52.58974359,39.69444444,43.46511628,57.7173913,91.91891892,17.18421053,27.78378378,69.62162162,57.27027027,7.567567568,5.277777778,9.314285714,36.35135135,27.58823529,45.2972973,9.342105263
512,56.97560976,50.87804878,60.25641026,68.57575758,47.95555556,83.82051282,41.36111111,57.54545455,67.42424242,42.05882353,62.91666667,43.84848485,68.15789474,24.52777778,42.18421053,24.88571429,51.52380952,88.63157895,61.525,38.05555556,51.34146341,51.41304348,50.02777778,79.80487805,73.08333333,53.46153846,50.88888889,27.3030303,21.11111111,10.51515152,28.60606061,73.05714286,65,21.69444444
513,45.87179487,50.64864865,56.22222222,56.55555556,44.53488372,24.88571429,50.79411765,65.94444444,21.75757576,44.18421053,43.89189189,41.92307692,73.45454545,49.75757576,40.40540541,22.3030303,7.914285714,11.53846154,47.4,39.4,61.64102564,43.40425532,4.594594595,4.388888889,5.323529412,7.358974359,5.864864865,1.971428571,93.06060606,22.35897436,32.02777778,65.25714286,58.09375,13.13157895
514,51.83561644,62.9,60.64285714,66.13888889,34.56818182,80.17142857,34.34210526,72.13513514,49.13513514,50.55263158,50.67567568,45.44444444,50.88235294,31,55.08333333,26.05714286,19.31428571,79.21621622,52.48717949,46.24390244,63.34210526,46.07142857,8.742857143,26.94117647,35.1025641,14.83333333,15.05,2.342105263,88.77142857,19.59375,38.91891892,62.12195122,47.18181818,21.72222222
515,37.2739726,67.075,57.41025641,40.55555556,25.95,10.91891892,37.68571429,46.08823529,25.91891892,44.19512195,50.19444444,64.72222222,81.68292683,82.08108108,55.81818182,15.07894737,5.675675676,7.093023256,54.39473684,59.65789474,76.59459459,47.92857143,3.1,4.942857143,4.428571429,6.43902439,4.351351351,1.078947368,95.47058824,20.73684211,19,38.29032258,46.77777778,10.63888889
516,54.31707317,56.05,54.04878049,68.10526316,46.04761905,79.21052632,46.40625,75.24324324,58.21052632,52.47222222,60.08333333,43.94871795,48.5,22.38888889,58.41176471,30.375,17,37.16216216,61.97297297,36.09090909,66.88372093,36.32608696,6.242424242,11.825,13.17142857,7.828571429,8.421052632,2.842105263,95.44444444,14.38888889,38.71052632,74.26470588,61.61111111,18.51428571
517,35.53333333,48.55263158,66.23076923,52.71794872,35.70731707,85.14705882,46.85714286,66.78947368,24.94117647,41.875,39.72222222,39.86842105,34.47222222,22.2972973,47.30555556,22.02439024,8.5,57.39393939,39.12121212,30.5,54.75609756,33.37209302,5.794117647,8.025641026,5.815789474,11.26315789,6.888888889,1.911764706,93.77142857,17.88235294,29.5952381,49.45945946,45.32352941,58.2972973
518,49.88888889,29.39473684,47.81081081,50.14705882,65.95652174,86.30555556,44.53846154,62.55882353,41.375,31.71428571,44.25,55.33333333,55.57142857,18.11363636,32.26470588,24.64102564,19.88888889,31.37142857,48.8974359,12.76923077,44.5,27.14893617,10.58333333,16.27777778,14.275,13.47368421,20.10526316,3.902439024,92,8.8,23.87179487,38.18918919,63.84210526,72.43243243
519,69.35802469,49.85714286,39.47619048,59.5,28.82051282,47.80555556,43.47368421,64.54054054,81.41666667,41.92105263,67.11764706,33.6,70.63157895,32.36111111,30.55555556,46.34210526,16.02631579,53,69.11111111,49.10526316,63.68292683,61.72093023,10.325,13.225,20.025,12.94444444,20.7027027,3.470588235,91.02857143,17.27027027,58.75757576,45.6,61.17647059,94.05714286
520,67.34246575,46.86842105,27.60526316,61.05882353,24.81818182,30.75,47.08823529,68.25641026,72.08571429,43.23076923,58.33333333,34.18918919,62.86486486,64.65,25.38888889,53.12195122,13.96774194,45.63157895,59.97142857,52.91428571,46.68421053,60.68888889,9.548387097,19.42857143,17.89473684,15.66666667,17.2,2.472222222,89.71052632,21.02631579,42.48571429,39,55.80555556,93.42424242
521,45.92405063,50.41176471,63.56756757,74.51351351,61.78947368,85.87179487,44.7027027,72.60526316,52.53125,50.88888889,54.53125,40.7027027,77.93939394,21.42857143,49.15789474,18.25,25.20512821,23.48717949,55.89473684,27.23076923,72.93023256,20.56097561,9.5,28.275,30.62162162,18,32.875,2.909090909,83.97142857,14.39473684,21.25641026,80.08571429,70.21621622,9.026315789
522,54.37333333,33.31428571,48.1025641,70.23684211,57,81.63157895,54.83333333,70.40540541,61.62857143,39.07317073,62.55263158,37.42857143,61.825,1.512195122,38.02777778,46.81081081,10.57142857,9.228571429,61.97222222,23.88888889,57.26190476,32.34042553,11.75675676,11.52941176,13.63888889,10.07692308,13.26315789,2.783783784,88.77777778,12.71428571,41.33333333,62.70588235,61.75,88.97297297
523,49.19480519,37.89189189,50.58974359,38.78947368,43.30555556,43.1025641,31.85714286,67.05555556,49.90625,31.6,61.54285714,22.94871795,52.94736842,58.69230769,34.37142857,42.17142857,17.83333333,50.30555556,41.02439024,22.92105263,54.74358974,52.11363636,7.628571429,11.57142857,23.10810811,12.92105263,18.1025641,2.771428571,85.60526316,18.62162162,39.89189189,40.55555556,49.86842105,90.43243243
524,47.86585366,47.75675676,56.31707317,57.78125,40.17142857,67.36842105,56.91891892,73.36585366,37.77777778,43.44117647,42.56756757,29.86111111,67.94736842,23.86111111,60.5,38.31578947,9.65,36.53658537,41.46153846,33.58333333,55.5,34.69565217,4.333333333,13.14705882,14.65853659,10.18918919,13.20512821,2.324324324,93.88888889,16.68571429,44.63888889,62.59459459,55.44444444,88.14285714
525,59.1686747,45.06060606,31.69230769,60.64102564,33.97058824,22.64864865,44.38235294,54.13513514,52.85,28.30769231,44.34210526,41.47222222,65.78125,57.5,34.55882353,40.94736842,49.81578947,90.68571429,50.41666667,44.02941176,36.25714286,71.02439024,81.24242424,38.78947368,55.97058824,78.8,71.43243243,20.11428571,7.111111111,5.416666667,32.69047619,54.02857143,60.03030303,53.5
526,47.02631579,52.44117647,61.41025641,57.97142857,34.8,78.95238095,49.86111111,70.66666667,41.89189189,42.75,48.26315789,38.26315789,48.16216216,14.02631579,48.55882353,25.47222222,18.55,70.05405405,55.7,41.78378378,54.61538462,40.93181818,6.297297297,27.26315789,27.24324324,10.28947368,19.02631579,2.628571429,88.18918919,22.85294118,45.64864865,55.85714286,47.62857143,14.18918919
527,70.11392405,56.32352941,39.52631579,66.8,39.72222222,24.25714286,52.53125,72.83333333,68.44736842,51.82978723,62.14705882,36.77142857,72.33333333,63.35135135,23.61764706,27.7,22.16216216,67.88571429,64.625,50.92682927,60.97368421,53.07142857,19.53125,31.125,37.25714286,18.89473684,31.65853659,4.75,71.05128205,25.57575758,28.65789474,71.11111111,62.77142857,12.13157895
528,51.45679012,69.30555556,55.8,46.63888889,26.18181818,13.05405405,36.43243243,36.59459459,37.88235294,36.51219512,58.86111111,62.69444444,79.69444444,66.47619048,50.55555556,26.67567568,11.65853659,71.88571429,47,62.65789474,71.36585366,62,34.38235294,34.37837838,49.05128205,28.82978723,24.65909091,3.885714286,62.39473684,15.72972973,33.19444444,37.82352941,46.75675676,34.08333333
529,58.63414634,37.11428571,45.97222222,64.91428571,55.84615385,72.11111111,49.75,62.17948718,54.16666667,37.61538462,56.775,35.61111111,66,19.36842105,35.67567568,27.94871795,43.45238095,48.07894737,52.47222222,27.16216216,43.75,53.69047619,60.38235294,67.05405405,77.15384615,64.27777778,73.29268293,15.95238095,32.96875,10.05555556,30.11111111,66.78378378,65.89473684,91.09090909
530,60.08641975,48.89473684,40.78947368,58.34285714,37.11764706,30.14285714,58.39393939,62.38235294,66.60606061,39.40625,60.275,43.67567568,63.68421053,51.225,33.3,41.125,16.775,52.575,57.02564103,44.8,59.05555556,58.95348837,6.142857143,21.30555556,20.91428571,12.81578947,16.56410256,3.411764706,85.91176471,20.54054054,44.075,60.85294118,62.27027027,15.75
531,63.26829268,31.02702703,42.6,73.28571429,58.3030303,84.80555556,72.7027027,67.84848485,65.52941176,46.13157895,59.11764706,47.33333333,37.30769231,3.605263158,27.52777778,47.825,27.07894737,34,53.46153846,25.05714286,50.2972973,47.2173913,17.54285714,52.51219512,48.23684211,24.44444444,27.02777778,6.696969697,67.63157895,16.13953488,32.6,63.73684211,59.88888889,82.48648649
532,83.71428571,67.83333333,13.25641026,41.52777778,3.65,21.89473684,47.94736842,60.38888889,78.34285714,40.1025641,66.175,51.37837838,74.57142857,57.38461538,10.2972973,16.27027027,17.65,79.97222222,59.2972973,88.68421053,49.25,51.76315789,41.75675676,48.31428571,64.54054054,48.48648649,51.53658537,16.80487805,59.5,10.02631579,18.25,1.717948718,59.60606061,21.05714286
533,71.125,62.11111111,33.28947368,65.16666667,32.23684211,20.26829268,37.29411765,70.71052632,74.71428571,52.23684211,63.84210526,36.64864865,74.62857143,71.68571429,26.51351351,40.41666667,14.7027027,64.43243243,64.97222222,55.79411765,63.32352941,53,6.128205128,13.11111111,8.972222222,13.66666667,15.83333333,1.58974359,92.45714286,28.41666667,22.8,68.85,63.4,9.472222222
534,75.98795181,60.39393939,28.17948718,76,25.28571429,21.925,41.81578947,72.81578947,78.27027027,51.5952381,69.7027027,42.33333333,71.89189189,74.86046512,21.83333333,55.20512821,12.46511628,43.94594595,58.45454545,54.175,60.56410256,62.61363636,9.102564103,6.611111111,6.055555556,9,9.581395349,1.852941176,94.56410256,31.20588235,36.02702703,51.79487179,61.35135135,35.64102564
